,topic,set,ref,title,author,lastRunTime,totalVotes
28,Big-data-concepts,kernels,niklasdonges/end-to-end-project-with-python,End to End Project with Python,Niklas Donges,2019-02-17 12:06:23,397
30,Big-data-concepts,kernels,janiobachmann/patient-charges-clustering-and-regression,Patient Charges || Clustering and Regression,Janio Martinez Bachmann,2019-01-19 12:59:29,312
2,Data-mining-concepts,kernels,xvivancos/market-basket-analysis,Market Basket Analysis ,Xavier,2022-12-04 12:55:54,612
4,Data-mining-concepts,kernels,jiashenliu/introduction-to-financial-concepts-and-data,Introduction to financial concepts and data,Jiashen Liu,2021-07-01 09:52:48,936
6,Data-mining-concepts,kernels,shivamb/data-science-glossary-on-kaggle,Data Science Glossary on Kaggle,Shivam Bansal,2018-12-10 09:47:14,2141
8,Data-mining-concepts,kernels,mgmarques/customer-segmentation-and-market-basket-analysis,Customer Segmentation and Market Basket Analysis,Marcelo Marques,2018-11-27 23:07:03,117
10,Data-mining-concepts,kernels,pierremegret/gensim-word2vec-tutorial,Gensim Word2Vec Tutorial,Pierre Megret,2018-10-21 01:14:06,523
12,Data-mining-concepts,kernels,hiteshp/head-start-for-data-scientist,Head Start for Data Scientist,Hitesh palamada,2018-09-02 18:36:19,1091
14,Data-mining-concepts,kernels,evrenermis/association-rule-based-learning-explained,Association Rule Based Learning Explained,Evren Ermis,2020-06-28 20:11:16,35
16,Data-mining-concepts,kernels,prashant111/bagging-vs-boosting,Bagging vs Boosting,Prashant Banerjee,2020-06-30 13:14:30,222
18,Data-mining-concepts,kernels,arunkumarramanan/awesome-ds-for-beginners-with-titanic-exploration,Awesome DS for Beginners with Titanic Exploration,Arunkumar Venkataramanan,2019-02-21 13:30:18,46
20,Data-mining-concepts,kernels,headsortails/personalised-medicine-eda-with-tidy-r,Personalised Medicine - EDA with tidy R,Heads or Tails,2019-01-07 17:06:03,314
22,Data-mining-concepts,kernels,edumagalhaes/exploratory-analyses-of-industrial-labor-accidents,Exploratory Analyses of Industrial Labor Accidents,EduardoMagalhãesOliveira,2018-04-12 16:54:36,18
24,Data-mining-concepts,kernels,arunkumarramanan/data-science-python-fuel-efficiency-prediction,Data Science - Python: Fuel Efficiency Prediction,Arunkumar Venkataramanan,2019-02-23 21:35:07,85
26,Data-mining-concepts,kernels,gpreda/explore-king-james-bible-books,Explore King James Bible Books,Gabriel Preda,2019-02-10 00:29:05,60
28,Data-mining-concepts,kernels,arunkumarramanan/awesome-ml-frameworks-and-mnist-classification,Awesome ML Frameworks and MNIST Classification,Arunkumar Venkataramanan,2019-02-21 13:25:10,63
30,Data-mining-concepts,kernels,arunkumarramanan/awesome-deep-learning-with-cnn-mnist-classifier,Awesome Deep Learning with CNN MNIST Classifier,Arunkumar Venkataramanan,2019-02-23 17:49:58,179
2,Machine-learning-algorithms,kernels,milan400/machine-learning-algorithms-from-scratch,Machine Learning Algorithms from Scratch,milan,2022-06-30 14:17:01,103
4,Machine-learning-algorithms,kernels,harunshimanto/machine-learning-algorithms-for-epileptic-seizures,Machine Learning Algorithms for Epileptic Seizures,Harun-Ur-Rashid,2018-10-22 20:52:53,54
2,Google-colab,kernels,naim99/skin-cancer-segmentation-google-colab,skin cancer segmentation : google colab,Naim Mhedhbi,2020-09-26 09:02:02,30
4,Google-colab,kernels,gopidurgaprasad/stater-pytorch-tpu-google-colab,Stater Pytorch TPU Google Colab,Gopi Durgaprasad,2020-03-27 14:47:55,26
6,Google-colab,kernels,kool777/ultimate-google-colab-training-batch-size-64,Ultimate Google Colab Training [batch size 64],Kuldeep Singh Chouhan,2020-10-26 09:50:34,43
8,Google-colab,kernels,ultralytics/yolov5,YOLOv5,Glenn Jocher,2022-11-22 19:40:14,278
10,Google-colab,kernels,code1110/how-to-submit-from-google-colab,How to submit from Google Colab,katsu1110,2019-06-21 22:36:16,33
12,Google-colab,kernels,motono0223/guie-clip-tensorflow-train-example,guie_CLIP_TensorFlow_train_example,motono0223,2022-08-25 01:35:57,167
14,Google-colab,kernels,jhoward/jupyter-notebook-101,Jupyter Notebook 101,Jeremy Howard,2022-04-24 20:36:56,940
16,Google-colab,kernels,columbia2131/ubiquant-inference-google-colaboratory-training,[Ubiquant] Inference: Google Colaboratory Training,colum2131,2022-01-21 11:00:04,30
18,Google-colab,kernels,slavikonnikov/lightgbm-gpu-baseline-model-for-google-colab,LightGBM GPU baseline model for Google Colab,Slava Konnikov,2020-06-26 19:57:23,17
20,Google-colab,kernels,nhkhang/download-dataset-to-google-colab,Download dataset to Google Colab,Khang Nguyen,2020-08-08 11:49:28,8
22,Google-colab,kernels,reubenschmidt/how-to-use-google-colab-for-extra-tpu-gpu,How to Use Google Colab for Extra TPU/GPU,Reuben Schmidt,2021-01-13 11:05:23,30
24,Google-colab,kernels,faisalalsrheed/kaggle-code-snippets-for-google-colab,Kaggle Code Snippets for Google Colab ,Faisal Alsrheed,2021-12-22 03:18:28,8
26,Google-colab,kernels,sergeykalutsky/introducing-bert-with-tensorflow,Introducing BERT with Tensorflow,Sergey Kalutsky,2018-11-13 14:57:10,117
28,Google-colab,kernels,shonenkov/tpu-training-super-fast-xlmroberta,[TPU-Training] Super Fast XLMRoberta,Alex Shonenkov,2020-05-04 19:54:32,217
30,Google-colab,kernels,xhlulu/intro-to-tf-hub-for-object-detection,Intro to TF Hub for Object Detection,xhlulu,2019-07-30 20:57:19,237
32,Google-colab,kernels,robikscube/a-tale-of-4-kaggler-types-by-ide-use-2018-survey,A Tale of 4 Kaggler Types by IDE use [2018 Survey],Rob Mulla,2018-12-03 23:58:54,216
34,Google-colab,kernels,paultimothymooney/how-to-get-started-with-the-earth-engine-data,How to get started with the Earth Engine data,Paul Mooney,2020-07-14 15:14:53,114
2,Jupyter-notebook,kernels,jhoward/jupyter-notebook-101,Jupyter Notebook 101,Jeremy Howard,2022-04-24 20:36:56,940
4,Jupyter-notebook,kernels,marcovasquez/useful-html-for-jupyter-notebook,Useful HTML for Jupyter Notebook,Marco Vasquez E,2020-05-15 17:53:44,110
6,Jupyter-notebook,kernels,stonet2000/lux-ai-season-1-jupyter-notebook-tutorial,Lux AI Season 1 Jupyter Notebook Tutorial,Stone Tao,2021-09-05 22:32:47,141
8,Jupyter-notebook,kernels,tientd95/jupyter-notebook-tricks,Jupyter Notebook Tricks,Hng,2020-08-25 05:15:27,120
10,Jupyter-notebook,kernels,sirivellamadhu/keyboard-shortcuts-for-jupyter-notebook,Keyboard Shortcuts for jupyter notebook,sirivella madhu,2018-04-07 10:33:30,109
12,Jupyter-notebook,kernels,stonet2000/lux-ai-season-1-jupyter-notebook-quickstart,Lux AI Season 1 Jupyter Notebook Quickstart,Stone Tao,2021-09-05 22:33:17,55
14,Jupyter-notebook,kernels,cjansen/jupyter-notebook,Jupyter Notebook,Charles Jansen,2018-08-01 21:20:18,14
16,Jupyter-notebook,kernels,stonet2000/lux-ai-season-2-jupyter-notebook-tutorial,Lux AI Season 2 Jupyter Notebook Tutorial,Stone Tao,2022-12-09 19:14:00,45
18,Jupyter-notebook,kernels,benhamner/python-data-visualizations,Python Data Visualizations,Ben Hamner,2017-08-29 15:54:22,1383
20,Jupyter-notebook,kernels,benhamner/exploring-jupyter-notebook-survey-data,Exploring Jupyter Notebook Survey Data,Ben Hamner,2016-01-22 19:31:27,10
22,Jupyter-notebook,kernels,serg1974/jupyter-notebook,jupyter notebook,SergCha,2017-11-28 09:01:34,3
24,Jupyter-notebook,kernels,parulpandey/10-simple-hacks-to-speed-up-your-data-analysis,10 Simple hacks to speed up your Data Analysis ,Parul Pandey,2020-02-11 04:32:49,932
26,Jupyter-notebook,kernels,alexisbcook/hello-seaborn,"""Hello Seaborn""",Alexis Cook,2022-06-09 00:35:16,734
28,Jupyter-notebook,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
30,Jupyter-notebook,kernels,kashnitsky/topic-1-exploratory-data-analysis-with-pandas,Topic 1. Exploratory Data Analysis with Pandas,Yury Kashnitsky,2021-05-07 08:35:46,873
32,Jupyter-notebook,kernels,robikscube/a-tale-of-4-kaggler-types-by-ide-use-2018-survey,A Tale of 4 Kaggler Types by IDE use [2018 Survey],Rob Mulla,2018-12-03 23:58:54,216
34,Jupyter-notebook,kernels,rtatman/active-learning-with-notebooks-jupytercon,Active learning with notebooks @Jupytercon,Rachael Tatman,2018-08-20 22:14:08,12
36,Jupyter-notebook,kernels,vishnu1183/reporting-using-markdown-in-jupyter-notebook,Reporting Using Markdown in Jupyter Notebook,Vishnu Prakash Singh,2020-12-11 02:16:23,8
38,Jupyter-notebook,kernels,stefanjaro/libpostal-windows-and-jupyter-notebook,"""Libpostal Windows and Jupyter Notebook""",Stefan Jaro,2019-04-14 14:56:34,3
2,Kaggle-Notebook,kernels,mpwolke/kaggle-notebook,Kaggle Notebook,Marília Prata,2020-02-07 16:04:35,24
4,Kaggle-Notebook,kernels,howoojang/first-kaggle-notebook-following-ts-tutorial,First kaggle notebook. Following TS tutorial,Howoo Jang,2021-10-13 03:14:22,94
6,Kaggle-Notebook,kernels,ahmedshahriarsakib/streamlit-app-on-kaggle-notebook,Streamlit App On Kaggle Notebook,Ahmed Shahriar Sakib,2022-09-10 00:16:28,64
8,Kaggle-Notebook,kernels,its7171/how-to-use-arnie-on-kaggle-notebook,How to Use ARNIE on Kaggle Notebook,tito,2020-09-19 12:06:38,105
10,Kaggle-Notebook,kernels,coldfir4/tacotron-2-training-kaggle-notebook,Tacotron 2 Training (Kaggle Notebook),Michael Williams,2021-09-26 20:22:18,7
12,Kaggle-Notebook,kernels,jhoward/using-nbdev-export-in-a-kaggle-notebook,Using nbdev export in a Kaggle notebook,Jeremy Howard,2022-08-01 05:26:02,58
14,Kaggle-Notebook,kernels,bhargavs1/first-kaggle-notebook,First Kaggle notebook,Bhargav S,2021-12-06 07:38:13,19
16,Kaggle-Notebook,kernels,spidermandance/how-to-use-selenium-with-kaggle-notebook,How to use selenium with kaggle notebook,Takayoshi Makabe,2022-01-19 05:31:33,20
18,Kaggle-Notebook,kernels,frsanchez/download-kaggle-files-from-notebook,Download kaggle files from notebook,F.J. Sanchez,2020-01-16 00:13:53,14
20,Kaggle-Notebook,kernels,carlmcbrideellis/a-selection-of-my-kaggle-notebooks,A selection of my kaggle notebooks,Carl McBride Ellis,2022-12-15 05:37:05,88
22,Kaggle-Notebook,kernels,gauravduttakiit/how-to-integrate-tableau-with-kaggle-notebook,How to integrate Tableau with Kaggle Notebook   ,Gaurav Dutta,2020-09-27 15:14:28,26
24,Kaggle-Notebook,kernels,kihei171/my-first-kaggle-notebook,My First Kaggle Notebook,kihei,2022-07-18 04:19:08,19
26,Kaggle-Notebook,kernels,paultimothymooney/starter-notebook-for-end-als-kaggle-challenge,Starter Notebook for END ALS (Kaggle Challenge),Paul Mooney,2021-03-17 21:13:29,17
28,Kaggle-Notebook,kernels,alexisbcook/titanic-tutorial,Titanic Tutorial,Alexis Cook,2022-06-24 00:25:16,8267
30,Kaggle-Notebook,kernels,awesomehidingspot/my-first-kaggle-nlp-notebook,My first Kaggle NLP Notebook,Manfred Michael,2020-09-10 05:30:41,11
32,Kaggle-Notebook,kernels,ksamant/tps-december-first-notebook-on-kaggle-95-307,TPS December -first notebook on kaggle(95.307%) ,NOOB,2021-12-31 09:39:05,3
34,Kaggle-Notebook,kernels,ahmedshahriarsakib/fastapi-on-kaggle-notebook-ngrok-postman,FastAPI On Kaggle Notebook (Ngrok+Postman),Ahmed Shahriar Sakib,2022-08-11 17:06:34,33
36,Kaggle-Notebook,kernels,javiersastre/grapenlp-grammar-engine-in-a-kaggle-notebook,GrapeNLP grammar engine in a Kaggle notebook,Javier Sastre,2020-11-08 10:26:32,6
38,Kaggle-Notebook,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
40,Kaggle-Notebook,kernels,arthurtok/introduction-to-ensembling-stacking-in-python,Introduction to Ensembling/Stacking in Python,Anisotropic,2018-06-16 14:41:15,5663
2,Github,kernels,mrisdal/safely-analyzing-github-projects-popular-licenses,Safely Analyzing GitHub Projects: Popular Licenses,Meg Risdal,2018-02-06 19:31:43,100
4,Github,kernels,poonaml/analyzing-3-million-github-repos-using-bigquery,Analyzing 3 Million Github Repos using BigQuery ,Poonam Ligade,2018-02-28 05:33:35,74
6,Github,kernels,mrisdal/github-commit-messages,GitHub commit messages,Meg Risdal,2018-02-02 06:57:41,24
8,Github,kernels,shivamb/github-acquired-exploring-the-past-acquisitions,Github Acquired! Exploring the Past Acquisitions !,Shivam Bansal,2018-06-18 19:32:10,64
10,Github,kernels,tsalitzion/github-repo-analysis,GitHub Repo Analysis,VarunBhatia,2017-07-08 05:58:02,18
12,Github,kernels,padhmam/analysing-popular-repositories-on-github,Analysing popular repositories on GitHub,Padhma Muniraj,2022-02-02 19:57:41,41
14,Github,kernels,jaimevalero/github-reccomendation-engine,Github reccomendation engine,Jaime Valero,2020-07-12 06:42:34,13
16,Github,kernels,ashishpatel26/useful-deep-learning-resources-from-github,Useful Deep Learning Resources from Github,NowYSM,2018-10-04 11:05:55,26
18,Github,kernels,indrajitdsc/github-bugs-prediction-using-bert-model,GitHub Bugs Prediction using BERT Model,IndrajitSingh,2021-02-17 04:19:11,20
20,Github,kernels,ravishah1/understanding-the-indoor-loc-github-data-eda,Understanding the Indoor Loc GitHub & Data + EDA,Ravi Shah,2021-04-10 03:36:46,38
22,Github,kernels,ultralytics/yolov5,YOLOv5,Glenn Jocher,2022-11-22 19:40:14,278
24,Github,kernels,vatsalparsaniya/github-analysis-2020-eda,GitHub analysis 2020 EDA,Vatsal Parsaniya,2020-05-07 09:04:24,13
26,Github,kernels,ashishpatel26/useful-data-science-notebooks-from-github,Useful Data Science Notebooks From Github,NowYSM,2018-10-04 05:46:29,19
28,Github,kernels,dhruvildave/starter-github-commit-messages,Starter: GitHub Commit Messages,Dhruvil Dave,2022-04-28 20:00:14,25
2,Rest-API,kernels,rtatman/careercon-intro-to-apis,CareerCon: Intro to APIs,Rachael Tatman,2019-04-18 04:43:42,240
4,Rest-API,kernels,yassineghouzam/introduction-to-cnn-keras-0-997-top-6,Introduction to CNN Keras - 0.997 (top 6%),Yassine Ghouzam,2017-08-18 01:42:23,6458
6,Rest-API,kernels,nonserial/covid19-prediction-with-restcountries-eu-api-data,COVID19: prediction with restcountries.eu API data,Nonserial,2020-03-25 20:54:04,21
8,Rest-API,kernels,rohanrao/tutorial-on-reading-large-datasets,Tutorial on reading large datasets,Vopani,2020-12-14 17:13:08,1371
10,Rest-API,kernels,dansbecker/order-by,Order By,DanB,2021-11-09 00:03:36,225
12,Rest-API,kernels,rtatman/sql-scavenger-hunt-handbook,SQL Scavenger Hunt Handbook,Rachael Tatman,2018-02-21 00:54:05,471
14,Rest-API,kernels,dansbecker/as-with,As & With,DanB,2021-11-09 00:03:47,220
16,Rest-API,kernels,sohier/beyond-queries-exploring-the-bigquery-api,Beyond Queries: Exploring the BigQuery API,Sohier Dane,2018-02-15 20:20:37,111
18,Rest-API,kernels,residentmario/univariate-plotting-with-pandas,Univariate plotting with pandas,Aleksey Bilogur,2018-09-19 21:30:13,624
20,Rest-API,kernels,ndrewgele/visualizing-pok-mon-stats-with-seaborn,Visualizing Pokémon Stats with Seaborn,Andrew Gelé,2016-08-30 18:29:25,221
22,Rest-API,kernels,xvivancos/tutorial-getting-data-from-twitter,Tutorial: Getting Data from Twitter,Xavier,2019-12-01 14:18:29,125
24,Rest-API,kernels,chumajin/easy-to-understand-the-competition,Easy to understand the competition,chumajin,2022-04-27 11:16:40,516
26,Rest-API,kernels,artgor/quick-and-dirty-regression,Quick and dirty regression,Andrew Lukyanenko,2019-11-21 15:10:59,627
28,Rest-API,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
30,Rest-API,kernels,elcaiseri/mnist-simple-cnn-keras-accuracy-0-99-top-1,MNIST: Simple CNN keras (Accuracy : 0.99)=>Top 1%,Kassem,2022-03-20 12:10:49,184
32,Rest-API,kernels,init27/fastai-v3-lesson-2,FastAI (v3): Lesson 2,Sanyam Bhutani,2019-02-06 05:38:41,154
34,Rest-API,kernels,jagangupta/time-series-basics-exploring-traditional-ts,Time series Basics : Exploring traditional TS ,Jagan,2018-03-02 18:21:54,1776
36,Rest-API,kernels,rtatman/careercon-making-an-app-from-your-modeling-code,CareerCon: Making an app from your modeling code,Rachael Tatman,2019-04-18 04:35:44,86
38,Rest-API,kernels,amadeus1996/fruits-360-transfer-learning-using-keras,Fruits-360 - Transfer Learning using Keras,IS,2018-06-08 06:04:35,79
40,Rest-API,kernels,maheshdadhich/strength-of-visualization-python-visuals-tutorial,Strength of visualization-python visuals tutorial,BuryBuryZymon,2017-09-17 13:33:16,597
2,Data-quality,kernels,madhurisivalenka/basic-machine-learning-with-red-wine-quality-data,Basic Machine Learning with Red Wine Quality data,Madhuri Sivalenka,2018-03-04 04:29:29,131
4,Data-quality,kernels,taha07/wine-quality-prediction-data-analysis,Wine Quality Prediction & Data Analysis ,Taha07,2020-06-28 05:26:57,36
6,Data-quality,kernels,kanncaa1/water-quality-explanatory-data-analysis,Water Quality Explanatory Data Analysis,DATAI,2021-07-15 09:43:45,32
8,Data-quality,kernels,vbmokin/datasets-for-river-water-quality-prediction,Datasets for river water quality prediction,Vitalii Mokin,2021-01-27 22:39:02,73
10,Data-quality,kernels,dansbecker/model-validation,Model Validation,DanB,2021-11-09 00:00:51,2656
12,Data-quality,kernels,georgyzubkov/wine-quality-exploratory-data-analysis-ml,Wine quality. Exploratory data analysis+ML.,Georgy Zubkov,2022-08-16 11:05:12,96
14,Data-quality,kernels,digvijaysingh16/k-mean-clustering-for-wine-quality-data,K-Mean clustering for Wine Quality Data,Mr D,2018-07-04 04:13:39,31
16,Data-quality,kernels,nikunjmalpani/wine-quality-prediction-imbalanced-data,Wine Quality Prediction | Imbalanced Data,Nikunj Malpani,2022-03-02 23:43:25,38
18,Data-quality,kernels,devisangeetha/data-analysis-on-water-quality,Data Analysis on water Quality,DSangeetha,2017-06-28 03:04:46,17
20,Data-quality,kernels,vishalyo990/prediction-of-quality-of-wine,Prediction of quality of Wine,Vishal Kumar,2018-01-19 14:35:37,856
22,Data-quality,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
24,Data-quality,kernels,ishanvardhan/india-air-quality-data-cleaning-and-analysis,India Air quality: Data cleaning and Analysis,Ishan Vardhan Mahajan,2018-10-02 07:05:02,20
26,Data-quality,kernels,dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
28,Data-quality,kernels,mahnoorshahidshakir/data-quality-assessment-for-an-organization,Data Quality Assessment for an Organization,Mahnoor Shahid,2020-08-30 11:59:59,21
30,Data-quality,kernels,inmine/novelai-with-webui-stable-diffusion-version,NovelAI with webUI(Stable Diffusion version),inmine,2022-12-22 12:49:36,1445
32,Data-quality,kernels,ashwathbalaji/data-cleaning-india-air-quality,Data Cleaning India Air Quality,Ashwath Balaji,2019-10-11 01:16:53,19
34,Data-quality,kernels,harshjain123/red-wine-quality-exploratory-data-analysis,Red Wine Quality - Exploratory Data Analysis,Harsh Jain,2021-05-06 12:52:53,41
36,Data-quality,kernels,dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
38,Data-quality,kernels,georgyzubkov/water-quality-exploratory-data-analysis-ml-rf,Water quality.Exploratory data analysis + ML(RF),Georgy Zubkov,2022-09-09 03:59:33,98
40,Data-quality,kernels,alexisbcook/cross-validation,Cross-Validation,Alexis Cook,2021-11-09 00:06:31,405
2,Data-management,kernels,jagangupta/time-series-basics-exploring-traditional-ts,Time series Basics : Exploring traditional TS ,Jagan,2018-03-02 18:21:54,1776
4,Data-management,kernels,nirajvermafcb/principal-component-analysis-explained,Principal Component Analysis explained,Niraj Verma,2017-01-12 18:47:03,250
6,Data-management,kernels,goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal,2019-04-26 09:01:04,602
8,Data-management,kernels,janiobachmann/bank-marketing-campaign-opening-a-term-deposit,Bank Marketing Campaign || Opening a Term Deposit,Janio Martinez Bachmann,2019-03-16 20:32:03,404
10,Data-management,kernels,ismailelbouknify/data-preparation-date-management,data preparation(Date management),Ismail ELBOUKNIFY,2022-07-05 23:16:04,15
12,Data-management,kernels,cdeotte/candidate-rerank-model-lb-0-575,Candidate ReRank Model - [LB 0.575],Chris Deotte,2022-11-16 20:11:27,365
14,Data-management,kernels,justjun0321/way-to-google-get-a-job-in-goggle-word-cloud,Way to Google - Get a job in Goggle (Word Cloud),Wei Chun Chang,2020-09-03 05:42:51,186
16,Data-management,kernels,rohanrao/tutorial-on-reading-large-datasets,Tutorial on reading large datasets,Vopani,2020-12-14 17:13:08,1371
18,Data-management,kernels,ultralytics/yolov5,YOLOv5,Glenn Jocher,2022-11-22 19:40:14,278
2,Csv-dataset,kernels,mirfanazam/large-dataset-csv-dask-parquet,Large Dataset - CSV - DASK - Parquet,Muhammad Irfan Azam,2022-07-06 16:36:40,45
2,Json-dataset,kernels,coldfir3/simple-yolox-dataset-generator-coco-json,Simple YoloX Dataset Generator (COCO-JSON),Adriano Passos,2021-12-11 16:01:11,45
4,Json-dataset,kernels,ll490187880/download-dataset-from-json-py3,Download dataset from json(py3),Lei,2019-04-02 07:34:15,11
6,Json-dataset,kernels,arunprathap/openvaccine-json-dataset-to-csv-dataset,OpenVaccine: JSON Dataset to CSV Dataset,Arun P R,2020-09-17 11:00:58,9
8,Json-dataset,kernels,jhoward/is-it-a-bird-creating-a-model-from-your-own-data,Is it a bird? Creating a model from your own data,Jeremy Howard,2022-08-15 20:20:12,1897
10,Json-dataset,kernels,sudalairajkumar/simple-exploration-baseline-ga-customer-revenue,Simple Exploration+Baseline - GA Customer Revenue,SRK,2018-09-25 12:47:47,1046
12,Json-dataset,kernels,imdevskp/covid-19-analysis-visualization-comparisons,"""COVID-19 - Analysis Visualization & Comparisons""",Devakumar K. P.,2020-06-19 15:51:01,1779
14,Json-dataset,kernels,dgunning/cord-research-engine-search-and-similarity,CORD Research Engine - Search and Similarity,DwightGunning,2020-05-15 23:57:50,475
16,Json-dataset,kernels,remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507,YoloX training pipeline COTS dataset [LB 0.507] !!,Remek Kinas,2021-12-02 11:42:35,433
2,Txt-dataset,kernels,cdeotte/tensorflow-longformer-ner-cv-0-633,TensorFlow - LongFormer - NER - [CV 0.633],Chris Deotte,2021-12-27 16:20:51,538
4,Txt-dataset,kernels,laowingkin/netflix-movie-recommendation,Netflix - Movie recommendation,DLao,2020-09-03 14:22:01,523
2,Data-types,kernels,residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
4,Data-types,kernels,residentmario/exercise-data-types-and-missing-values,Exercise: Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:41:43,45
6,Data-types,kernels,raddar/amex-data-int-types-train,AMEX data int types - train,raddar,2022-06-03 10:34:45,148
8,Data-types,kernels,raddar/amex-data-int-types-test,AMEX data int types - test,raddar,2022-06-03 10:34:16,48
10,Data-types,kernels,dansbecker/data-types-and-missing-data-reference-daily,Data types and missing data reference Daily,DanB,2019-05-14 00:06:12,24
12,Data-types,kernels,alexisbcook/exercise-data-types,Exercise: Data Types,Alexis Cook,2022-06-06 19:02:24,1
14,Data-types,kernels,rtatman/getting-started-in-r-first-steps,Getting staRted in R: First Steps,Rachael Tatman,2017-12-01 21:49:24,2288
16,Data-types,kernels,zohrab/rus-python-part-1-data-types,Rus Python. Part 1. Data types,Zöhrab Ahundov,2020-02-13 17:31:33,59
18,Data-types,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
20,Data-types,kernels,alexisbcook/data-types,Data Types,Alexis Cook,2022-06-06 19:02:15,6
22,Data-types,kernels,jessemostipak/dive-into-dplyr-tutorial-1,Dive into dplyr (tutorial #1),Jesse Mostipak,2020-10-14 15:40:50,1915
24,Data-types,kernels,kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
26,Data-types,kernels,codename007/home-credit-complete-eda-feature-importance,Home Credit : Complete EDA + Feature Importance ??,Lathwal,2018-06-08 11:56:26,901
28,Data-types,kernels,colinmorris/working-with-external-libraries,Working with External Libraries,ColinMorris,2021-11-11 14:28:12,1354
30,Data-types,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
32,Data-types,kernels,dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
34,Data-types,kernels,colinmorris/hello-python,"""Hello Python""",ColinMorris,2022-06-09 20:56:48,5953
36,Data-types,kernels,dansbecker/model-validation,Model Validation,DanB,2021-11-09 00:00:51,2656
