,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection
22,youtube#video,1XbIYiYi_rL1XzqOnkZLBCVbzUg,fsnf6e9SZrg,2022-08-15T17:00:33Z,UC2ri4rEb8abnNwXvTjg5ARw,Count to 3 | Counting 1-10 | Khan Academy Kids,"How many toys are in Peck's toy box? Learn how to count to three with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/fsnf6e9SZrg/default.jpg,120,90,https://i.ytimg.com/vi/fsnf6e9SZrg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fsnf6e9SZrg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fsnf6e9SZrg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fsnf6e9SZrg/maxresdefault.jpg,1280.0,720.0,Khan Academy Kids,"['counting', 'early math', 'peck', 'number 3', 'three', 'numbers', 'bird', 'preschool', 'teachertools', 'teacher', 'prek', 'classroom', 'homeschool', 'apps for teachers', 'khan academy kids', 'khan kids', 'learn to count']",27,none,,Count to 3 | Counting 1-10 | Khan Academy Kids,"How many toys are in Peck's toy box? Learn how to count to three with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",,PT28S,2d,hd,true,False,rectangular
23,youtube#video,APmcFbzLI-DFVYVm23OG5rk-v5Y,Kimy4wBJrUw,2022-08-22T17:00:20Z,UC2ri4rEb8abnNwXvTjg5ARw,Count to 4 | Counting 1-10 | Khan Academy Kids,"How many socks are in Peck's dresser? Learn how to count to four with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here: http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/Kimy4wBJrUw/default.jpg,120,90,https://i.ytimg.com/vi/Kimy4wBJrUw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Kimy4wBJrUw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Kimy4wBJrUw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Kimy4wBJrUw/maxresdefault.jpg,1280.0,720.0,Khan Academy Kids,"['counting', 'numbers', 'number 4', 'four', 'peck', 'khan academy kids', 'learn to count', 'early learning', 'educational apps', 'preschool', 'kindergarten', 'teacher tools', 'education', 'homeschool', 'apps for teachers', 'early math', 'socks']",27,none,,Count to 4 | Counting 1-10 | Khan Academy Kids,"How many socks are in Peck's dresser? Learn how to count to four with Peck the Bird from Khan Academy Kids!

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here: http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",,PT32S,2d,hd,true,False,rectangular
24,youtube#video,JPVGiPAEWQTNn77N6GJ-jTU6oKU,60zbfRwSRCg,2022-08-29T17:00:03Z,UC2ri4rEb8abnNwXvTjg5ARw,Count to 5 | Counting 1-10 | Khan Academy Kids,"How many fish are in the tank? The last number you say is the number of fish! Learn how to count to five with Peck the Bird from Khan Academy Kids.

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",https://i.ytimg.com/vi/60zbfRwSRCg/default.jpg,120,90,https://i.ytimg.com/vi/60zbfRwSRCg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/60zbfRwSRCg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/60zbfRwSRCg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/60zbfRwSRCg/maxresdefault.jpg,1280.0,720.0,Khan Academy Kids,"['number 5', 'five', 'numbers', 'counting', 'learning to count', 'early math', 'education', 'khan academy kids', 'counting with Peck', 'fish', 'fish tank', 'aquarium', 'count to 5', 'count to five', 'preschool', 'app for kids', 'teacher', 'classroom', 'homeschool', 'prek', 'kindergarten', '12345']",27,none,,Count to 5 | Counting 1-10 | Khan Academy Kids,"How many fish are in the tank? The last number you say is the number of fish! Learn how to count to five with Peck the Bird from Khan Academy Kids.

Visit us at http://www.khankids.org to learn more about Khan Academy Kids, a free educational app for preschool through 2nd grade.

Available on Google Play, Apple, and Amazon app stores:
➡️  http://khan.co/KhanKids-YT-Google
➡️  http://khan.co/KhanKids-YT-Apple
➡️  http://khan.co/KhanKids-YT-Amazon

You can also access other Counting 1-10 videos on our Counting playlist, here:
http://khan.co/KhanKids-Counting.

Subscribe to our channel for more videos like this.",,PT30S,2d,hd,true,False,rectangular
25,youtube#video,6nLnkICIMoR_55o1h2-dXghIqgY,_THkUUF2Cx8,2023-02-12T14:55:40Z,UCCVGHzydkUkcrwMjdxsoouQ,1 - Data Analysis to Microsoft Excel,"1. Getting to know Excel.
2. Data entry.
3. Formatting.
4. Rows and columns .
5. Formulas .
6. Functions .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/_THkUUF2Cx8/default.jpg,120,90,https://i.ytimg.com/vi/_THkUUF2Cx8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_THkUUF2Cx8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/_THkUUF2Cx8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/_THkUUF2Cx8/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['data analysis excel download', 'data analysis using excel course free', 'data analysis using excel case study', 'most useful excel functions for data analysis pdf', 'data analysis excel add in', 'data analysis excel not showing', 'excel data analysis project', 'microsoft excel', 'microsoft excel free download', 'microsoft excel online', 'microsoft excel training', 'microsoft excel free download for windows 7', 'microsoft excel free download 2010', 'microsoft excel 2013 free download']",27,none,,1 - Data Analysis to Microsoft Excel,"1. Getting to know Excel.
2. Data entry.
3. Formatting.
4. Rows and columns .
5. Formulas .
6. Functions .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",,PT20M44S,2d,hd,false,False,rectangular
26,youtube#video,Qjw5I3sHAY2O_HYHzntKQ9eeS6s,Ts-mO7AqDwM,2023-02-12T15:05:56Z,UCCVGHzydkUkcrwMjdxsoouQ,2 - Data Analysis to Microsoft Excel,"7. Cut, copy, paste.
8. paste special.
9. alt enter.
10. text to columns.
11. set print area.
12. Wrap text.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/Ts-mO7AqDwM/default.jpg,120,90,https://i.ytimg.com/vi/Ts-mO7AqDwM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ts-mO7AqDwM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Ts-mO7AqDwM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Ts-mO7AqDwM/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['data analysis excel download', 'data analysis using excel course free', 'data analysis using excel case study', 'most useful excel functions for data analysis pdf', 'data analysis excel add in', 'data analysis excel not showing', 'excel data analysis project', 'microsoft excel', 'microsoft excel free download', 'microsoft excel online', 'microsoft excel training', 'microsoft excel free download for windows 7', 'microsoft excel certification', 'how to use microsoft excel', 'microsoft office excel']",27,none,,2 - Data Analysis to Microsoft Excel,"7. Cut, copy, paste.
8. paste special.
9. alt enter.
10. text to columns.
11. set print area.
12. Wrap text.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",,PT8M13S,2d,hd,false,False,rectangular
27,youtube#video,aRo586UkdxKCTbvd67JUxF_wmwA,GcACmbWMw7Q,2023-02-12T15:21:01Z,UCCVGHzydkUkcrwMjdxsoouQ,3 - Data Analysis to Microsoft Excel,"13. Hyperlinks.
14. Freeze panes .
15. Tell me what you want to do .
16. Pivot Tables .
17. Formatting .
18. Macros .
19. RE-use macros .
20. Fast scroll .
21. F5 and Enter .
22. Fixing References .
23. Select special .
24. Dynamic names .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis.",https://i.ytimg.com/vi/GcACmbWMw7Q/default.jpg,120,90,https://i.ytimg.com/vi/GcACmbWMw7Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GcACmbWMw7Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GcACmbWMw7Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GcACmbWMw7Q/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['data analysis excel download', 'data analysis using excel case study', 'most useful excel functions for data analysis pdf', 'data analysis excel add in', 'data analysis excel not showing', 'excel data analysis project', 'microsoft excel', 'microsoft excel free download', 'microsoft excel online', 'microsoft excel training', 'microsoft excel free download for windows 7', 'microsoft excel certification', 'microsoft office excel', 'download microsoft excel', 'microsoft excel online free']",27,none,,3 - Data Analysis to Microsoft Excel,"13. Hyperlinks.
14. Freeze panes .
15. Tell me what you want to do .
16. Pivot Tables .
17. Formatting .
18. Macros .
19. RE-use macros .
20. Fast scroll .
21. F5 and Enter .
22. Fixing References .
23. Select special .
24. Dynamic names .

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis.",,PT20M35S,2d,hd,false,False,rectangular
28,youtube#video,b9Bpz3EShhjrzT2nRtqqoRNHHik,ENT4rKRp6jM,2023-02-12T15:33:38Z,UCCVGHzydkUkcrwMjdxsoouQ,4 - Data Analysis to Microsoft Excel,"25. Naming ranges.
26. Custom formatting.
27. Data Validation.
28. Custom sort.
29. Shortcuts.
30. Multiply by 1.
31. Find and replace.
32. Replace formats.
33. Green references.
34. Beauty saving.
35. F2.
36. Conditional formatting

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/ENT4rKRp6jM/default.jpg,120,90,https://i.ytimg.com/vi/ENT4rKRp6jM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ENT4rKRp6jM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ENT4rKRp6jM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ENT4rKRp6jM/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['data analysis using excel course free', 'data analysis using excel case study', 'most useful excel functions for data analysis pdf', 'data analysis excel add in', 'data analysis excel not showing', 'excel data analysis project', 'microsoft excel', 'microsoft excel free download', 'microsoft excel online', 'microsoft excel training', 'microsoft excel free download for windows 7', 'microsoft excel certification', 'microsoft office excel', 'download microsoft excel', 'microsoft excel online free']",27,none,,4 - Data Analysis to Microsoft Excel,"25. Naming ranges.
26. Custom formatting.
27. Data Validation.
28. Custom sort.
29. Shortcuts.
30. Multiply by 1.
31. Find and replace.
32. Replace formats.
33. Green references.
34. Beauty saving.
35. F2.
36. Conditional formatting

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",,PT28M25S,2d,hd,false,False,rectangular
29,youtube#video,McbaUKOwtfl0EGte9NIP_d63x1M,4yBKOapbiNk,2023-02-12T15:53:15Z,UCCVGHzydkUkcrwMjdxsoouQ,5 - Data Analysis to Microsoft Excel,"37. If.
38. Enlarge the formula bar.
39. Sum Functions.
40. count.
41. Average.
42. Text function.
43. Working with text.
44. Max and  Min.
45 show that equeals and plus are the same.
46. Round.
47 Lookup.
48. Index and match.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",https://i.ytimg.com/vi/4yBKOapbiNk/default.jpg,120,90,https://i.ytimg.com/vi/4yBKOapbiNk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4yBKOapbiNk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4yBKOapbiNk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4yBKOapbiNk/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['data analysis excel download', 'data analysis using excel course free', 'data analysis using excel case study', 'most useful excel functions for data analysis pdf', 'data analysis excel add in', 'data analysis excel not showing', 'excel data analysis project', 'microsoft excel', 'microsoft excel free download', 'microsoft excel online', 'microsoft excel free download for windows 7', 'microsoft excel certification', 'microsoft office excel', 'download microsoft excel', 'microsoft excel online free']",27,none,,5 - Data Analysis to Microsoft Excel,"37. If.
38. Enlarge the formula bar.
39. Sum Functions.
40. count.
41. Average.
42. Text function.
43. Working with text.
44. Max and  Min.
45 show that equeals and plus are the same.
46. Round.
47 Lookup.
48. Index and match.

Excel learns your patterns, organizing your data to save you time. Easily create spreadsheets from templates or on your own and use modern formulas to perform calculations.
New charts and graphs help you present your data in compelling ways, with formatting, sparklines, and tables to better understand your data. Easily create forecasts to predict trends.
health data analytics with microsoft excel.marketing analytics data-driven techniques with microsoft excel.marketing analytics data-driven techniques with microsoft excel wayne l. winston
marketing analytics data-driven techniques with microsoft excel files. marketing analytics data-driven techniques with microsoft excel exercise solutions
data analytics using excel microsoft 365 with accounting and finance datasets. what is data analytics in excel. why use excel for data analysis
do data analysts use excel. why use microsoft excel for data analysis",,PT38M47S,2d,hd,false,False,rectangular
30,youtube#video,G58a3b-imQHKl6kVBOfxdKO0VbA,xtngDR2ZSw8,2023-02-02T14:59:31Z,UCCVGHzydkUkcrwMjdxsoouQ,Introduction to data and data analytics vs data science.,"Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

1 - Data Science and Business Buzzwords
2 - Analysis vs Analytics
3 - Business and Data Analytics, Data Science
4 - Business Intelligence, Machine Learning, Artificial Intelligence",https://i.ytimg.com/vi/xtngDR2ZSw8/default.jpg,120,90,https://i.ytimg.com/vi/xtngDR2ZSw8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xtngDR2ZSw8/hqdefault.jpg,480,360,,,,,,,Data Science A-Z  for Beginners and Advance,"['Machine Learning R (Programming Language)', 'Data Science Python (Programming Language)', 'Deep Learning Natural Language Processing (NLP)', 'Tableau SQL Predictive', 'Statistical Modeling TensorFlow', 'Chatbots', 'Cognitive science', 'Machine learning', 'Deep learning', 'Image recognition', 'Natural Language Processing (NLP)', 'Python', 'Python Commands', 'Python Data Structures', 'Data Science and Business Buzzwords', 'Analysis vs Analytics', 'Artificial Intelligence', 'Business Intelligence']",27,none,,Introduction to data and data analytics vs data science.,"Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

1 - Data Science and Business Buzzwords
2 - Analysis vs Analytics
3 - Business and Data Analytics, Data Science
4 - Business Intelligence, Machine Learning, Artificial Intelligence",,PT27M10S,2d,hd,false,False,rectangular
31,youtube#video,i393jrnI3JxJXEOTvBuR9j34lVY,l1wZns54QxA,2023-02-02T15:22:04Z,UCCVGHzydkUkcrwMjdxsoouQ,"Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML","Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML. Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

5-Data Science - A Breakdown of our Data Science Infographic
6-Data Science - Traditional and Big Data, BI, Traditional Data Science and ML
7-Data Science - The Reason behind these Disciplines
8-Data Science - Techniques for Working with Traditional Data",https://i.ytimg.com/vi/l1wZns54QxA/default.jpg,120,90,https://i.ytimg.com/vi/l1wZns54QxA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l1wZns54QxA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l1wZns54QxA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/l1wZns54QxA/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['Machine Learning R (Programming Language)', 'Data Science Python (Programming Language)', 'Deep Learning Natural Language Processing (NLP)', 'Tableau SQL Predictive', 'Statistical Modeling TensorFlow', 'Chatbots', 'Cognitive science', 'Machine learning', 'Deep learning', 'Image recognition', 'Natural Language Processing (NLP)', 'Python', 'Python Commands', 'Python Data Structures', 'Data Science and Business Buzzwords', 'Analysis vs Analytics', 'Artificial Intelligence', 'Business Intelligence']",27,none,,"Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML","Data Science Infographic  Traditional and Big Data, BI, Traditional Data Science and ML. Introduction to data and data analytics vs data science.

Data analytics refers to examining data sets to help guide business strategy and operations. 
Data science is the use of modeling techniques and processes to turn raw data into information for analysts.

5-Data Science - A Breakdown of our Data Science Infographic
6-Data Science - Traditional and Big Data, BI, Traditional Data Science and ML
7-Data Science - The Reason behind these Disciplines
8-Data Science - Techniques for Working with Traditional Data",,PT23M23S,2d,hd,false,False,rectangular
32,youtube#video,zGvUFO3WoPTxU26rs1a7RjrPpQw,oqYQtlqRXM4,2023-02-07T15:02:43Z,UCCVGHzydkUkcrwMjdxsoouQ,Techniques for Working with Traditional Data Reason behind these Disciplines.,Data analytics refers to examining data sets to help guide business strategy and operations. Data science is the use of modeling techniques and processes to turn raw data into information for analysts.,https://i.ytimg.com/vi/oqYQtlqRXM4/default.jpg,120,90,https://i.ytimg.com/vi/oqYQtlqRXM4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oqYQtlqRXM4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/oqYQtlqRXM4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/oqYQtlqRXM4/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['Machine Learning R (Programming Language)', 'Data Science Python (Programming Language)', 'Deep Learning Natural Language Processing (NLP)', 'Tableau SQL Predictive', 'Modeling Statistics', 'Data Analysis Data Visualization', 'Statistical Modeling TensorFlow', 'Chatbots', 'Cluster', 'Cognitive science', 'Machine learning', 'Deep learning', 'Image recognition', 'Natural Language Processing (NLP)', 'Python', 'Python Commands', 'Python Data Structures']",27,none,,Techniques for Working with Traditional Data Reason behind these Disciplines.,Data analytics refers to examining data sets to help guide business strategy and operations. Data science is the use of modeling techniques and processes to turn raw data into information for analysts.,,PT15M58S,2d,hd,false,False,rectangular
33,youtube#video,FhY3sDrTJFi8f49tluhNTTjaHgk,aQ1-Uhb7NII,2023-02-07T15:35:27Z,UCCVGHzydkUkcrwMjdxsoouQ,Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning,"Introduction to data and data analytics vs data science.

 Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning (ML)



1 - Real Life Examples of Traditional Data
2 - Techniques for Working with Big Data
3 - Real Life Examples of Big Data
4 - Business Intelligence (BI) Techniques
5 - Real Life Examples of Business Intelligence
6 - Real Life Examples of Traditional Methods
7 - Machine Learning (ML) Techniques
8 - Types of Machine Learning
9 - Real Life Examples of Machine Learning (ML)
10 - Programming Languages and Software used in Data Science
11 - Finding the Job
12 - Debunking Common Misconceptions",https://i.ytimg.com/vi/aQ1-Uhb7NII/default.jpg,120,90,https://i.ytimg.com/vi/aQ1-Uhb7NII/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aQ1-Uhb7NII/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aQ1-Uhb7NII/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aQ1-Uhb7NII/maxresdefault.jpg,1280.0,720.0,Data Science A-Z  for Beginners and Advance,"['Machine Learning R (Programming Language)', 'Data Science Python (Programming Language)', 'Deep Learning Natural Language Processing (NLP)', 'Tableau SQL Predictive', 'Modeling Statistics', 'Data Analysis Data Visualization', 'Statistical Modeling TensorFlow', 'Chatbots', 'Cluster', 'Cognitive science', 'Machine learning', 'Deep learning', 'Image recognition', 'Natural Language Processing (NLP)', 'Python', 'Python Commands', 'Python Data Structures']",27,none,,Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning,"Introduction to data and data analytics vs data science.

 Real Life Examples of Big Data Business Intelligence (BI) Real Life Examples of Machine Learning (ML)



1 - Real Life Examples of Traditional Data
2 - Techniques for Working with Big Data
3 - Real Life Examples of Big Data
4 - Business Intelligence (BI) Techniques
5 - Real Life Examples of Business Intelligence
6 - Real Life Examples of Traditional Methods
7 - Machine Learning (ML) Techniques
8 - Types of Machine Learning
9 - Real Life Examples of Machine Learning (ML)
10 - Programming Languages and Software used in Data Science
11 - Finding the Job
12 - Debunking Common Misconceptions",,PT59M42S,2d,hd,false,False,rectangular
34,youtube#video,gjCvKWOVp3_BpfQSeCsBpFlW6Fk,nTD8ZVHc2CE,2023-01-13T14:06:00Z,UCCVGHzydkUkcrwMjdxsoouQ,2 - Python and Jupyter Notebook Installation,The Complete Python Pro Bootcamp for Data Science and AI,https://i.ytimg.com/vi/nTD8ZVHc2CE/default.jpg,120,90,https://i.ytimg.com/vi/nTD8ZVHc2CE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nTD8ZVHc2CE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nTD8ZVHc2CE/sddefault.jpg,640.0,480.0,,,,Data Science A-Z  for Beginners and Advance,,27,none,,2 - Python and Jupyter Notebook Installation,The Complete Python Pro Bootcamp for Data Science and AI,,PT6M15S,2d,hd,false,False,rectangular
