,topic,set,ref,title,author,lastRunTime,totalVotes
4,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
6,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,dansbecker/exercise-build-your-first-machine-learning-model,Exercise: Build Your First Machine Learning Model,DanB,2018-09-27 21:55:58,361
8,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,,[Private Notebook],,2010-04-01 00:00:00,0
10,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,dansbecker/exercise-machine-learning-competitions,Exercise: Machine Learning Competitions,DanB,2021-11-09 00:00:21,70
12,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,yogeshtak/exercise-your-first-machine-learning-model,Exercise: Your First Machine Learning Model,Yogesh Tak,2020-01-03 14:51:27,2841
14,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,cdabakoglu/heart-disease-classifications-machine-learning,Heart Disease - Classifications (Machine Learning),Caner Dabakoglu,2019-08-07 06:20:35,806
16,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,alexisbcook/machine-learning-competitions,Machine Learning Competitions,Alexis Cook,2021-11-09 00:02:46,240
18,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,dansbecker/learn-machine-learning,Learn Machine Learning,DanB,2018-04-04 12:21:16,379
20,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,jchen2186/machine-learning-with-iris-dataset,Machine Learning with Iris Dataset,Jane,2017-08-07 18:02:48,266
22,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,gargmanish/basic-machine-learning-with-cancer,Basic Machine Learning with Cancer,Manish Kumar,2017-05-30 15:30:18,352
24,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,kairosart/machine-learning-for-mental-health-1,Machine Learning for Mental Health,kairos,2018-06-26 12:58:37,156
26,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,ranjeetjain3/visualization-machine-learning-deep-learning,Visualization -> Machine learning -> Deep learning,Ranjeet Jain,2019-11-29 15:40:08,148
28,'charmap' codec can't encode character '\U0001fa7a' in position 107: character maps to <undefined>,kernels,rtatman/bigquery-machine-learning-tutorial,BigQuery Machine Learning Tutorial,Rachael Tatman,2019-09-12 22:19:05,116
2,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pmarcelino/data-analysis-and-feature-extraction-with-python,Data analysis and feature extraction with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:15,619
4,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,wfaria/midi-music-data-extraction-using-music21,MIDI Music Data Extraction using Music21,Waldecir Faria,2018-09-11 23:57:59,61
6,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kaushiksuresh147/twitter-data-extraction,Twitter data extraction,Kash,2021-06-23 19:40:49,26
8,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,saga21/cord-19-data-extraction-functions,CORD-19 - Data extraction functions,Patrick Sánchez,2020-05-08 12:17:12,60
10,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pavansanagapati/spotify-music-api-data-extraction-part1,Spotify Music API - Data Extraction - Part1,Pavan Sanagapati,2020-06-15 16:00:15,32
12,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
14,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kaushiksuresh147/twitter-data-extraction-for-ipl2020,Twitter data extraction for #ipl2020,Kash,2020-08-23 21:36:11,13
16,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
18,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,tanulsingh077/twitter-sentiment-extaction-analysis-eda-and-model,"""Twitter sentiment Extaction-Analysis","EDA and Model""",Mr_KnowNothing,2020-04-14 10:09:10
2,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,alexisbcook/intro-to-automl,Intro to AutoML,Alexis Cook,2021-11-09 00:01:59,460
4,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,ekrembayar/fifa-19-dashboard-with-r-shiny,FIFA 19 Dashboard with R Shiny,Ekrem Bayar,2020-09-01 19:18:32,214
6,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,ihelon/cassava-leaf-disease-exploratory-data-analysis,Cassava Leaf Disease - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-28 21:48:41,391
8,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,rishabhiitbhu/unet-pytorch-inference-kernel,UNet (Pytorch) inference kernel,Rishabh Agrahari,2019-08-08 05:07:38,199
10,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,gpreda/deepfake-starter-kit,DeepFake Starter Kit,Gabriel Preda,2020-02-05 09:36:03,639
12,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,yufengg/automl-getting-started-notebook,AutoML Getting Started Notebook,Yufeng Guo,2020-01-23 16:21:00,151
14,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,gzuidhof/full-preprocessing-tutorial,Full Preprocessing Tutorial,Guido Zuidhof,2017-02-24 06:16:38,2370
16,'charmap' codec can't encode character '\u23eb' in position 60: character maps to <undefined>,kernels,remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507,YoloX training pipeline COTS dataset [LB 0.507] !!,Remek Kinas,2021-12-02 11:42:35,433
2,,kernels,madhurisivalenka/basic-machine-learning-with-red-wine-quality-data,Basic Machine Learning with Red Wine Quality data,Madhuri Sivalenka,2018-03-04 04:29:29,131
4,,kernels,taha07/wine-quality-prediction-data-analysis,Wine Quality Prediction & Data Analysis ,Taha07,2020-06-28 05:26:57,36
6,,kernels,kanncaa1/water-quality-explanatory-data-analysis,Water Quality Explanatory Data Analysis,DATAI,2021-07-15 09:43:45,32
8,,kernels,vbmokin/datasets-for-river-water-quality-prediction,Datasets for river water quality prediction,Vitalii Mokin,2021-01-27 22:39:02,73
10,,kernels,dansbecker/model-validation,Model Validation,DanB,2021-11-09 00:00:51,2656
12,,kernels,georgyzubkov/wine-quality-exploratory-data-analysis-ml,Wine quality. Exploratory data analysis+ML.,Georgy Zubkov,2022-08-16 11:05:12,96
14,,kernels,digvijaysingh16/k-mean-clustering-for-wine-quality-data,K-Mean clustering for Wine Quality Data,Mr D,2018-07-04 04:13:39,31
16,,kernels,nikunjmalpani/wine-quality-prediction-imbalanced-data,Wine Quality Prediction | Imbalanced Data,Nikunj Malpani,2022-03-02 23:43:25,38
18,,kernels,devisangeetha/data-analysis-on-water-quality,Data Analysis on water Quality,DSangeetha,2017-06-28 03:04:46,17
20,,kernels,vishalyo990/prediction-of-quality-of-wine,Prediction of quality of Wine,Vishal Kumar,2018-01-19 14:35:37,856
22,,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
24,,kernels,ishanvardhan/india-air-quality-data-cleaning-and-analysis,India Air quality: Data cleaning and Analysis,Ishan Vardhan Mahajan,2018-10-02 07:05:02,20
26,,kernels,dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
28,,kernels,mahnoorshahidshakir/data-quality-assessment-for-an-organization,Data Quality Assessment for an Organization,Mahnoor Shahid,2020-08-30 11:59:59,21
30,,kernels,inmine/novelai-with-webui-stable-diffusion-version,NovelAI with webUI(Stable Diffusion version),inmine,2022-12-21 13:55:54,1439
32,,kernels,ashwathbalaji/data-cleaning-india-air-quality,Data Cleaning India Air Quality,Ashwath Balaji,2019-10-11 01:16:53,19
34,,kernels,harshjain123/red-wine-quality-exploratory-data-analysis,Red Wine Quality - Exploratory Data Analysis,Harsh Jain,2021-05-06 12:52:53,41
36,,kernels,dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
38,,kernels,georgyzubkov/water-quality-exploratory-data-analysis-ml-rf,Water quality.Exploratory data analysis + ML(RF),Georgy Zubkov,2022-09-09 03:59:33,98
40,,kernels,alexisbcook/cross-validation,Cross-Validation,Alexis Cook,2021-11-09 00:06:31,405
2,,kernels,nkitgupta/advance-data-preprocessing,Advance Data Preprocessing,Ankit Gupta,2022-04-14 14:28:14,128
4,,kernels,faressayah/logistic-regression-data-preprocessing,Logistic Regression & Data Preprocessing,Fares Sayah,2021-02-10 15:11:21,90
6,,kernels,agrawaladitya/step-by-step-data-preprocessing-eda,Step-by-step Data Preprocessing & EDA,Aditya Agrawal,2018-08-28 22:30:48,112
8,,kernels,mistag/data-preprocessing-with-gwpy,Data Preprocessing with GWPy,Geir Drange,2021-08-05 16:22:03,108
10,,kernels,kmader/data-preprocessing-and-unet-segmentation-gpu,Data Preprocessing and UNet Segmentation (GPU),K Scott Mader,2018-04-21 17:05:16,70
12,,kernels,rhtsingh/external-data-mlqa-xquad-preprocessing,"""External Data - MLQA XQUAD Preprocessing""",torch,2021-09-08 21:33:05,103
14,,kernels,abhishekmamidi/titanic-data-preprocessing-and-visualization,Titanic - Data Preprocessing and Visualization,Abhishekmamidi,2019-12-22 08:49:05,68
16,,kernels,vikassingh1996/extensive-data-preprocessing-and-modeling,Extensive Data Preprocessing And Modeling,Vikas Singh,2019-08-20 13:38:34,92
18,,kernels,utkarshm25/data-preprocessing-basics,Data Preprocessing Basics,Utkarsh Sharma,2021-03-31 13:20:55,55
20,,kernels,fizzbuzz/toxic-data-preprocessing,Toxic Data Preprocessing,Zafar,2018-03-12 15:59:05,40
22,,kernels,saurav9786/amex-data-preprocessing-eda-feature-engineering,"""AMEX Data Preprocessing ","EDA Feature Engineering """,Saurav Anand,2022-07-31 14:35:34
24,,kernels,saxinou/nlp-01-preprocessing-data,NLP 01 - Preprocessing data,S.Day,2018-01-08 14:23:20,22
26,,kernels,anirban7/data-preprocessing-for-beginners,Data preprocessing for Beginners,Anirban Dutta,2019-06-03 05:15:20,27
28,,kernels,king9528/data-preprocessing-in-python,Data preprocessing in python,monkeyking,2018-07-09 08:18:17,19
30,,kernels,ohseokkim/preprocessing-encoding-categorical-data,[Preprocessing] Encoding Categorical Data,OH SEOK KIM,2021-11-16 10:37:14,55
32,,kernels,srivignesh/data-preprocessing-for-house-price-prediction,Data preprocessing for House Price Prediction ,Srivignesh Rajan,2020-07-10 11:30:12,34
34,,kernels,vedanth777/telecom-customer-churn-data-preprocessing,Telecom-Customer-Churn-Data-Preprocessing,Vedanth,2021-02-09 10:57:12,34
36,,kernels,mahyamahjoob/data-preprocessing,Data Preprocessing,Mahya Mahjoob,2021-12-20 19:35:18,28
38,,kernels,ajay1216/practical-guide-on-data-preprocessing-in-python,Practical Guide on Data Preprocessing in Python,Ajay Shewale,2018-09-22 13:53:12,29
40,,kernels,bhavikapanara/data-preprocessing-and-analysis,Data Preprocessing and Analysis,Bhavika,2018-08-26 17:41:25,18
2,,kernels,rtatman/data-cleaning-challenge-handling-missing-values,Data Cleaning Challenge: Handling missing values,Rachael Tatman,2018-03-30 21:18:56,1272
4,,kernels,rtatman/data-cleaning-challenge-scale-and-normalize-data,Data Cleaning Challenge: Scale and Normalize Data,Rachael Tatman,2018-03-30 21:18:36,556
6,,kernels,rtatman/data-cleaning-challenge-parsing-dates,Data Cleaning Challenge: Parsing Dates,Rachael Tatman,2018-03-30 21:17:59,251
8,,kernels,rtatman/data-cleaning-challenge-inconsistent-data-entry,Data Cleaning Challenge: Inconsistent Data Entry,Rachael Tatman,2018-03-30 21:14:30,189
10,,kernels,rtatman/data-cleaning-challenge-character-encodings,Data Cleaning Challenge: Character Encodings,Rachael Tatman,2018-03-30 21:17:02,180
12,,kernels,rtatman/data-cleaning-challenge-outliers,Data Cleaning Challenge: Outliers,Rachael Tatman,2019-01-14 20:56:00,81
14,,kernels,rtatman/data-cleaning-challenge-json-txt-and-xls,"""Data Cleaning Challenge: .json .txt and .xls""",Rachael Tatman,2019-01-14 20:55:43,114
16,,kernels,reighns/augmentations-data-cleaning-and-bounding-boxes,"""Augmentations Data Cleaning and Bounding Boxes""",Hongnan G,2020-08-02 07:47:25,296
18,,kernels,rtatman/data-cleaning-challenge-deduplication,Data Cleaning Challenge: Deduplication,Rachael Tatman,2019-01-14 20:56:34,55
20,,kernels,chadalee/olympics-data-cleaning-exploration-prediction,"""Olympics Data- Cleaning Exploration Prediction""",sagar chadha,2018-08-27 14:19:49,88
22,,kernels,fedi1996/house-prices-data-cleaning-viz-and-modeling,"""House Prices : Data cleaning viz and modeling """,Fedi Ben Messaoud,2021-07-14 10:10:51,288
24,,kernels,rtatman/data-cleaning-challenge-cleaning-numeric-columns,Data Cleaning Challenge: Cleaning numeric columns,Rachael Tatman,2019-01-14 20:56:41,42
26,,kernels,rtatman/data-cleaning-challenge-imputing-missing-values,Data Cleaning Challenge: Imputing missing values,Rachael Tatman,2019-01-14 20:55:18,65
28,,kernels,ragnisah/text-data-cleaning-tweets-analysis,Text Data Cleaning - tweets analysis,Rageeni Sah,2018-10-11 17:31:15,84
30,,kernels,code1110/houseprice-data-cleaning-visualization,HousePrice - data cleaning & visualization,katsu1110,2017-12-26 08:37:22,69
32,,kernels,jhoward/cleaning-the-data-for-rapid-prototyping-fastai,Cleaning the data for rapid prototyping (fastai),Jeremy Howard,2019-10-24 18:27:51,163
34,,kernels,danielson/cleaning-up-market-data-errors-and-stock-splits,Cleaning Up Market Data Errors (and Stock Splits),danielson,2018-11-14 19:13:26,132
36,,kernels,suddhu/cleaning-data-eda,Cleaning Data + EDA,sudhar287,2018-12-31 22:42:42,39
38,,kernels,sabasiddiqi/google-play-store-apps-data-cleaning,Google Play Store Apps - Data Cleaning,Saba Siddiqi,2018-09-28 17:01:18,67
40,,kernels,milankalkenings/comprehensive-tutorial-data-cleaning,Comprehensive Tutorial: Data Cleaning,Milan Kalkenings,2021-05-04 13:33:18,48
2,,kernels,purvanshsingh/pandas-basic-data-manipulation,Pandas Basic Data Manipulation,Purvansh Singh,2021-01-19 04:04:40,26
4,,kernels,emanueleimmesi/food-project-data-manipulation-and-visualization,Food Project - Data Manipulation and Visualization,Emanuele Immesi,2022-06-28 14:07:24,21
6,,kernels,aman2000jaiswal/data-manipulation-with-dask-dataframe,Data manipulation with Dask Dataframe,aman2000jaiswal,2020-12-11 15:50:09,11
8,,kernels,rohitamalnerkar/prediction-of-sepsis-using-data-manipulation,Prediction of Sepsis using Data Manipulation,Rohit Amalnerkar,2020-09-24 15:04:47,12
10,,kernels,daguangya/r-beginner-data-manipulation-dplyr-flightdelays,R Beginner: Data Manipulation: dplyr: FlightDelays,BlueTempo,2021-01-25 01:11:11,8
12,,kernels,tirendazacademy/data-manipulation-with-pyspark,Data Manipulation with PySpark ,Tirendaz Academy,2022-08-26 14:23:30,13
14,,kernels,colinmorris/strings-and-dictionaries,Strings and Dictionaries,ColinMorris,2021-11-11 14:28:03,1347
16,,kernels,bbatista/bike-sharing-at-seattle-data-manipulation,Bike Sharing at Seattle ! Data Manipulation,Bruno Batista,2018-09-24 21:37:01,5
18,,kernels,himsim2726/data-manipulation,Data Manipulation,Simran_k,2021-04-18 14:02:56,2
20,,kernels,jessemostipak/dive-into-dplyr-tutorial-1,Dive into dplyr (tutorial #1),Jesse Mostipak,2020-10-14 15:40:50,1912
22,,kernels,ahmettkara/assignment-data-manipulation-with-pandas,Assignment - Data Manipulation with Pandas,ahmettkara,2020-04-25 08:05:48,4
24,,kernels,laowingkin/netflix-movie-recommendation,Netflix - Movie recommendation,DLao,2020-09-03 14:22:01,523
26,,kernels,grkemdoan/data-manipulation,Data Manipulation,Görkem Dogan,2021-06-13 10:43:57,10
28,,kernels,dansbecker/exercise-machine-learning-competitions,Exercise: Machine Learning Competitions,DanB,2021-11-09 00:00:21,70
30,,kernels,mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3742
32,,kernels,residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
34,,kernels,ekrembayar/holidays-events-data-manipulation-time-features,Holidays-Events  Data Manipulation & Time Features,Ekrem Bayar,2021-10-25 13:01:56,20
36,,kernels,dimarudov/data-analysis-using-sql,Data Analysis using SQL,Dima Rudov,2022-03-21 19:40:13,582
38,,kernels,opoliakova/data-analysis-and-manipulation-sklearn-modeling,"""Data analysis and manipulation sklearn modeling""",Olena Radchykova,2019-02-08 18:03:18,3
40,,kernels,rajmehra03/flower-recognition-cnn-keras,Flower Recognition CNN Keras,Raj Mehrotra,2018-11-01 08:11:14,449
2,,kernels,rtatman/data-cleaning-challenge-handling-missing-values,Data Cleaning Challenge: Handling missing values,Rachael Tatman,2018-03-30 21:18:56,1272
4,,kernels,residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
6,,kernels,residentmario/exercise-data-types-and-missing-values,Exercise: Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:41:43,45
8,,kernels,rtatman/data-cleaning-challenge-imputing-missing-values,Data Cleaning Challenge: Imputing missing values,Rachael Tatman,2019-01-14 20:55:18,65
10,,kernels,jpmiller/patterns-of-missing-data,Patterns of Missing Data,JohnM,2019-05-06 14:32:54,129
12,,kernels,shashankasubrahmanya/missing-data-imputation-using-regression,Missing Data Imputation using Regression ,Shashanka Subrahmanya,2018-06-07 04:26:32,85
14,,kernels,residentmario/simple-techniques-for-missing-data-imputation,Simple techniques for missing data imputation,Aleksey Bilogur,2018-04-28 16:20:31,98
16,,kernels,aitude/ashrae-missing-weather-data-handling,ASHRAE - Missing Weather Data Handling,Sandeep Kumar,2019-11-05 14:15:55,57
18,,kernels,ohseokkim/titanic-missing-and-small-data-are-disaster,Titanic ( Missing and Small Data are Disaster ),OH SEOK KIM,2021-11-30 14:04:23,122
20,,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
22,,kernels,bisaria/handling-missing-data,Handling Missing Data,Bisaria,2016-09-25 12:20:06,32
24,,kernels,dansbecker/data-types-and-missing-data-reference-daily,Data types and missing data reference Daily,DanB,2019-05-14 00:06:12,24
26,,kernels,serigne/stacked-regressions-top-4-on-leaderboard,Stacked Regressions : Top 4% on LeaderBoard,Serigne ,2017-12-16 11:57:12,6776
28,,kernels,ganfear/missing-data-and-zeros-visualized,Missing data and zeros visualized,Ganfear,2019-10-17 15:07:41,43
30,,kernels,auroralht/restoring-the-missing-geo-data,Restoring the missing Geo data ,sauce,2017-08-13 15:55:31,34
32,,kernels,captcalculator/imputing-missing-data-with-the-mice-package-in-r,Imputing missing data with the mice package in R,Troy Walters,2016-10-21 20:33:18,60
34,,kernels,mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3742
36,,kernels,dansbecker/handling-missing-values,Handling Missing Values,DanB,2019-02-26 02:31:25,1330
38,,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
40,,kernels,dansbecker/your-first-machine-learning-model,Your First Machine Learning Model,DanB,2021-11-09 00:01:04,2915
2,,kernels,startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9431
4,,kernels,masumrumi/a-statistical-analysis-ml-workflow-of-titanic,A Statistical Analysis & ML workflow of Titanic,Masum Rumi,2022-04-21 19:25:23,1416
6,,kernels,kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6245
8,,kernels,yassineghouzam/introduction-to-cnn-keras-0-997-top-6,Introduction to CNN Keras - 0.997 (top 6%),Yassine Ghouzam,2017-08-18 01:42:23,6457
10,,kernels,kanncaa1/statistical-learning-tutorial-for-beginners,Statistical Learning Tutorial for Beginners,DATAI,2018-09-09 13:39:20,785
12,,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5294
14,,kernels,dansbecker/getting-started-with-sql-and-bigquery,Getting Started With SQL and BigQuery,DanB,2021-11-09 00:04:04,888
16,,kernels,ogrellier/feature-selection-with-null-importances,Feature Selection with Null Importances,olivier,2018-06-14 06:44:06,754
18,,kernels,residentmario/data-types-and-missing-values,Data Types and Missing Values,Aleksey Bilogur,2022-02-08 16:48:25,540
20,,kernels,mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3742
22,,kernels,kenjee/titanic-project-example,Titanic Project Example,Ken Jee,2021-04-08 02:17:34,869
24,,kernels,arthurtok/interactive-porto-insights-a-plot-ly-tutorial,Interactive Porto Insights - A Plot.ly Tutorial,Anisotropic,2017-12-13 17:01:57,518
26,,kernels,yassineghouzam/titanic-top-4-with-ensemble-modeling,Titanic Top 4% with ensemble modeling,Yassine Ghouzam,2017-08-09 14:34:44,2734
28,,kernels,fabiendaniel/customer-segmentation,Customer Segmentation,FabienDaniel,2019-03-21 14:19:41,987
30,,kernels,hiteshp/head-start-for-data-scientist,Head Start for Data Scientist,Hitesh palamada,2018-09-02 18:36:19,1090
32,,kernels,skirmer/fun-with-real-estate-data,Fun with Real Estate Data,Stephanie Kirmer,2016-09-01 20:00:01,221
34,,kernels,omarelgabry/a-journey-through-titanic,A Journey through Titanic,OMAR ELGABRY,2016-11-15 18:19:03,1399
36,,kernels,ash316/eda-to-prediction-dietanic,EDA To Prediction(DieTanic),Ashwini Swain,2018-03-08 17:55:32,2554
38,,kernels,rohanrao/tutorial-on-reading-large-datasets,Tutorial on reading large datasets,Vopani,2020-12-14 17:13:08,1370
40,,kernels,youhanlee/fill-null-data-using-linear-regression,Fill null data using linear regression,YouHan Lee,2018-07-02 03:49:28,12
2,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,aharless/xgb-w-o-outliers-lgb-with-outliers-combined,XGB w/o outliers & LGB with outliers combined,Andy Harless,2017-07-18 02:21:21,96
4,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,rtatman/data-cleaning-challenge-outliers,Data Cleaning Challenge: Outliers,Rachael Tatman,2019-01-14 20:56:00,81
6,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,mindcool/unrolling-of-helices-outliers-removal,Unrolling of helices + outliers removal,Luis,2018-07-19 17:32:14,190
8,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,junjitakeshima/ubiquant-simple-lgbm-removing-outliers-en-jp,[Ubiquant] Simple LGBM removing Outliers (En/Jp),Junji Takeshima,2022-02-23 07:20:06,101
10,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,sudalairajkumar/rainfall-test,Beware of Outliers !!,SRK,2015-09-18 01:38:17,45
12,'charmap' codec can't encode character '\U0001f920' in position 53: character maps to <undefined>,kernels,miklgr500/ghost-drift-and-outliers,"""""""Ghost"""" drift and Outliers""",Welf Crozzo,2020-04-12 06:25:26,63
